"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2016","612.1","628.0","635.0","598.0","9.64K","-2.54%"
"09/10/2016","628.0","626.3","629.7","624.9","4.04K","0.28%"
"09/09/2016","626.3","631.7","633.5","621.3","4.27K","-0.87%"
"09/08/2016","631.7","619.8","636.2","617.8","8.27K","1.93%"
"09/07/2016","619.8","615.1","620.6","610.8","5.53K","0.73%"
"09/06/2016","615.2","611.5","616.7","609.8","3.09K","0.61%"
"09/05/2016","611.5","614.5","615.7","605.7","5.08K","-0.49%"
"09/04/2016","614.5","609.9","618.7","604.6","5.06K","0.76%"
"09/03/2016","609.9","579.8","612.4","576.0","8.21K","5.18%"
"09/02/2016","579.8","572.7","581.1","570.6","5.67K","1.24%"
"09/01/2016","572.7","576.2","578.0","571.5","3.62K","-0.59%"
"08/31/2016","576.2","579.5","579.5","572.7","3.51K","-0.58%"
"08/30/2016","579.5","574.8","580.2","574.2","3.20K","0.82%"
"08/29/2016","574.8","574.2","578.0","573.0","2.80K","0.11%"
"08/28/2016","574.2","568.5","574.4","568.3","1.52K","0.99%"
"08/27/2016","568.5","578.0","578.9","567.2","2.26K","-1.64%"
"08/26/2016","578.0","577.2","579.5","575.1","1.77K","0.14%"
"08/25/2016","577.2","580.3","581.1","574.0","3.57K","-0.54%"
"08/24/2016","580.3","583.5","586.9","580.0","5.05K","-0.55%"
"08/23/2016","583.5","588.0","590.7","581.1","4.80K","-0.76%"
"08/22/2016","588.0","581.4","590.0","581.4","4.62K","1.13%"
"08/21/2016","581.4","582.1","584.2","580.0","2.43K","-0.10%"
"08/20/2016","582.0","573.5","582.8","571.3","3.34K","1.48%"
"08/19/2016","573.5","572.3","577.2","570.8","2.93K","0.23%"
"08/18/2016","572.2","571.8","578.0","569.7","6.00K","0.07%"
"08/17/2016","571.8","574.2","577.9","569.0","5.03K","-0.42%"
"08/16/2016","574.2","564.6","579.0","564.0","6.22K","1.70%"
"08/15/2016","564.6","569.4","574.0","563.0","7.65K","-0.84%"
"08/14/2016","569.4","583.7","583.7","564.0","7.51K","-2.45%"
"08/13/2016","583.7","585.5","590.0","582.1","6.42K","-0.30%"
"08/12/2016","585.5","591.3","593.0","584.0","6.29K","-0.98%"
"08/11/2016","591.3","590.5","599.0","587.8","15.30K","0.17%"
"08/10/2016","590.3","604.1","614.5","579.0","21.35K","-2.29%"
"08/09/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/08/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/07/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/06/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/05/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/04/2016","604.1","604.1","604.1","604.1","","0.00%"
"08/03/2016","604.1","604.1","604.1","604.1","","0.02%"
"08/02/2016","604.0","608.3","615.3","595.0","48.65K","-0.66%"
"08/01/2016","608.0","622.7","627.3","605.0","31.43K","-2.51%"
"07/31/2016","623.7","655.0","655.1","621.3","33.26K","-4.78%"
"07/30/2016","655.0","658.3","660.5","651.8","8.09K","-0.51%"
"07/29/2016","658.3","657.0","660.4","654.5","9.23K","0.59%"
